,MAX,PART,Q2,Q3,N_SURG,MAX_QUEUE_LENGTH,MIN,SCALE,AVG,Q1
34,3312,0.9778526721232547,880.5,1228.0,2,160,1,0.0,982.611275233875,526.0
35,4582,0.9944817658349329,2629.0,3266.0,2,232,3,0.0,2587.5809408926416,2070.0
36,8130,0.9914285714285714,3786.5,5183.0,2,349,2,0.0,3589.4303554274734,1148.45
37,5196,0.9795140543115769,2304.0,3589.0,2,236,1,0.0,2453.9270428015566,1350.0
38,5581,0.9503184713375796,1225.0,2766.300000000001,2,243,1,0.0,1777.725201072386,505.95000000000005
39,4653,0.9748517200474496,787.0,2197.0,2,203,1,0.0,1328.890240934534,348.0
40,3952,0.9336797822321208,802.0,2421.0,2,202,1,0.0,1317.206997084548,388.70000000000005
41,3226,0.9303432723628163,991.0,2055.6000000000004,2,164,1,0.0,1299.5534608133585,466.70000000000005
42,8814,0.975750300120048,1739.5,3786.6500000000005,2,442,1,0.0,2702.0100885826773,1100.9
43,6387,0.9979006298110566,3668.0,4987.0,2,325,1,0.0,3551.755960729313,2424.8999999999996
44,6728,0.9095360824742268,771.0,3033.0,2,312,1,0.0,1842.4553697931426,244.70000000000005
45,4054,0.9950657894736842,1971.0,3171.8,2,208,4,0.0,2025.372136953955,970.0
46,3194,0.9503424657534246,1419.0,2203.6000000000004,2,160,1,0.0,1396.26435006435,630.7
47,11039,0.9928899082568807,5908.0,8127.900000000001,2,571,2,0.0,5910.88680988681,3851.7
48,4518,0.9674737099535339,1356.5,2499.0,2,238,1,0.0,1689.845803842265,722.0
49,4546,0.9944572748267898,3155.0,3710.05,2,231,1,0.0,2808.091732466326,2185.95
50,4835,0.9765684051398337,2503.0,3067.0,2,223,1,0.0,2471.438338493292,1910.0
51,10081,0.9932334461092315,6344.0,8108.0,2,474,1,0.0,5717.3004866180045,3434.7500000000005
52,4696,0.9649805447470817,2446.0,3569.55,2,248,1,0.0,2302.8649193548385,974.9000000000001
53,3739,0.9896226415094339,2134.0,2536.55,2,167,5,0.0,1929.639180171592,1242.0
54,5143,0.9601313320825516,1349.0,3103.1000000000004,2,242,1,0.0,1804.532486565706,374.95000000000005
55,6171,0.9744480277846688,4313.5,5222.0,2,342,1,0.0,3573.1843177189407,1835.0
56,2457,0.9510908654998801,817.0,1240.8000000000002,2,118,1,0.0,860.73708091757,403.20000000000005
57,6080,0.9918445670424563,3777.0,4718.8,2,295,1,0.0,3180.98984280532,934.4000000000001
